ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95
26,21.000000,24.000000,30.000000,30.000000,32.450359,34.158273,37.574100,37.574100,44.627401,57.753107,62.478361,62.478361
27,24.000000,24.000000,24.000000,30.000000,34.158273,37.574100,37.574100,37.574100,57.753107,62.478361,62.478361,62.478361
28,21.000000,30.000000,30.000000,30.000000,32.450359,34.158273,34.158273,37.574100,57.753107,61.953332,61.953332,62.478361
29,24.000000,30.000000,30.000000,30.000000,34.158273,34.158273,34.158273,37.574100,61.953332,61.953332,61.953332,62.478361
30,21.000000,30.000000,30.000000,58.275179,32.450359,34.158273,34.158273,48.917681,44.627401,61.953332,61.953332,61.953332
31,19.000000,19.000000,72.364897,82.574056,24.480095,24.480095,56.924388,76.085602,13.125706,13.125706,15.916417,22.845253
32,19.000000,19.000000,19.000000,72.364897,24.480095,24.480095,24.480095,52.424713,13.125706,13.125706,13.125706,44.627401
33,19.000000,23.000000,30.000000,33.934854,24.480095,31.311750,34.158273,52.424713,13.125706,42.527288,44.627401,94.385153
34,23.000000,24.000000,30.000000,30.000000,31.311750,34.158273,37.574100,37.574100,42.527288,44.627401,62.478361,62.478361
35,24.000000,24.000000,24.000000,30.000000,37.574100,37.574100,37.574100,37.574100,62.478361,62.478361,62.478361,62.478361
36,24.000000,24.000000,24.000000,30.000000,37.574100,37.574100,37.574100,37.574100,62.478361,62.478361,62.478361,62.478361
37,23.000000,24.000000,24.000000,24.083180,31.311750,37.574100,37.574100,37.574100,42.527288,62.478361,62.478361,62.478361
38,23.000000,24.000000,24.000000,30.000000,31.311750,37.574100,37.574100,37.574100,42.527288,62.478361,62.478361,62.478361
39,23.000000,24.000000,30.000000,33.000000,32.450359,34.158273,37.574100,48.917681,57.753107,61.953332,62.478361,62.478361
40,21.000000,30.000000,30.000000,58.275179,28.465227,34.158273,43.836450,62.526930,35.513990,57.753107,61.953332,120.011992
41,79.845126,82.172093,82.172093,97.125298,64.435055,65.109718,65.109718,81.529468,17.431972,17.431972,19.860259,22.845253
42,5.000000,23.000000,82.574056,97.125298,3.401826,22.202877,76.085602,81.529468,0.405696,18.901017,22.845253,22.845253
43,5.000000,23.000000,23.000000,97.125298,3.401826,22.202877,22.202877,81.529468,0.405696,14.727065,18.901017,22.845253
44,5.000000,23.000000,24.000000,59.882115,3.401826,22.202877,37.574100,48.917681,0.405696,18.901017,42.527288,62.478361
45,5.000000,23.000000,23.000000,59.882115,3.401826,31.311750,31.311750,48.917681,0.405696,42.527288,42.527288,62.478361
46,23.000000,24.000000,24.000000,59.882115,22.202877,31.311750,37.574100,52.424713,18.901017,42.527288,62.478361,62.478361
47,24.000000,24.000000,27.000000,33.000000,29.603836,34.158273,37.574100,37.574100,32.551751,50.402711,62.478361,62.478361
48,30.000000,33.000000,45.000000,58.275179,33.019664,34.158273,43.836450,48.917681,49.877683,54.602937,61.953332,62.478361
49,23.000000,24.000000,45.000000,46.000000,31.311750,33.019664,43.836450,48.917681,42.527288,42.527288,54.602937,62.478361
50,22.000000,26.232636,45.000000,59.882115,30.742445,30.742445,43.836450,62.526930,39.377118,39.377118,54.602937,85.669225
51,5.000000,5.000000,82.574056,97.125298,3.401826,9.800000,76.085602,81.529468,0.405696,3.500000,19.860259,22.845253
52,5.000000,5.000000,78.193535,82.574056,3.401826,3.401826,75.324660,76.085602,0.405696,0.405696,19.860259,22.845253
53,5.000000,5.000000,78.193535,82.574056,3.401826,3.401826,74.354552,76.085602,0.405696,0.405696,19.860259,22.845253
54,5.000000,5.000000,15.739581,82.574056,3.401826,3.401826,17.843444,76.085602,0.405696,0.405696,15.794392,22.845253
55,5.000000,5.000000,5.000000,78.193535,3.401826,3.401826,3.401826,75.324660,0.405696,0.405696,0.405696,22.845253
56,5.000000,5.000000,5.000000,59.882115,3.401826,3.401826,3.401826,48.917681,0.405696,0.405696,0.405696,15.794392
57,5.000000,15.739581,59.882115,97.125298,3.401826,17.843444,48.917681,81.529468,0.405696,13.707152,22.845253,49.877683
58,36.000000,46.000000,46.000000,46.000000,33.019664,34.158273,34.158273,34.158273,40.952203,40.952203,42.527288,49.877683
59,36.000000,46.000000,46.000000,46.000000,33.019664,34.158273,34.158273,48.917681,40.952203,40.952203,40.952203,49.877683
60,9.000000,23.000000,36.000000,65.453074,31.881054,34.158273,58.000000,58.000000,39.377118,44.102372,60.000000,60.000000
61,5.000000,5.000000,5.000000,5.000000,3.401826,3.401826,3.401826,9.800000,0.405696,0.405696,0.405696,0.962448
62,5.000000,5.000000,5.000000,5.000000,3.401826,3.401826,3.401826,3.401826,0.405696,0.405696,0.405696,0.405696
63,5.000000,5.000000,5.000000,5.000000,3.401826,3.401826,3.401826,3.401826,0.405696,0.405696,0.405696,0.405696
64,5.000000,5.000000,5.000000,58.275179,3.401826,3.401826,3.401826,48.917681,0.405696,0.405696,0.405696,13.707152
65,5.000000,20.986109,58.275179,97.125298,3.401826,23.791259,48.917681,74.354552,0.405696,13.707152,15.794392,44.392488
66,26.232636,46.000000,58.275179,97.125298,34.158273,34.158273,48.917681,74.354552,15.794392,40.952203,40.952203,60.000000
67,23.000000,23.000000,46.000000,58.275179,31.881054,31.881054,48.917681,58.000000,40.952203,44.102372,44.102372,60.000000
68,9.000000,24.000000,58.275179,65.453074,31.881054,48.917681,58.000000,65.838704,22.845253,44.102372,60.000000,60.000000
69,9.000000,9.000000,23.000000,65.453074,58.000000,58.000000,58.000000,65.838704,44.102372,60.000000,60.000000,60.000000
70,9.000000,9.000000,9.000000,58.275179,58.000000,58.000000,58.000000,58.000000,60.000000,60.000000,60.000000,60.000000
71,5.000000,5.000000,5.000000,15.850029,3.401826,3.401826,3.401826,48.917681,0.405696,0.405696,0.405696,26.635493
72,7.000000,9.000000,9.000000,58.275179,58.000000,58.000000,73.000000,76.000000,60.000000,60.000000,62.000000,62.000000
73,9.000000,9.000000,9.000000,58.275179,58.000000,58.000000,65.838704,76.000000,60.000000,60.000000,60.000000,68.000000
74,7.000000,9.000000,24.000000,58.275179,48.917681,58.000000,65.838704,76.000000,36.226949,60.000000,60.000000,68.000000
75,7.000000,9.000000,9.000000,58.275179,27.326618,58.000000,58.000000,73.000000,22.845253,60.000000,60.000000,62.000000
76,3.000000,3.000000,9.000000,36.000000,9.000000,9.000000,58.000000,73.000000,9.000000,9.000000,60.000000,62.000000
77,3.000000,3.000000,9.000000,9.000000,9.000000,9.000000,58.000000,58.000000,9.000000,9.000000,60.000000,60.000000
78,9.000000,9.000000,9.000000,36.184996,58.000000,58.000000,58.000000,58.000000,60.000000,60.000000,60.000000,60.000000
79,9.000000,9.000000,9.000000,9.000000,58.000000,58.000000,58.000000,58.000000,60.000000,60.000000,60.000000,60.000000
80,9.000000,9.000000,9.000000,9.000000,58.000000,58.000000,58.000000,58.000000,60.000000,60.000000,60.000000,60.000000
81,3.000000,4.000000,29.935127,49.891878,3.401826,18.193605,39.000000,39.000000,0.031856,7.909527,41.000000,41.000000
82,4.000000,7.000000,7.000000,29.935127,13.082497,39.000000,73.000000,76.000000,5.901374,41.000000,62.000000,68.000000
83,7.000000,7.000000,7.000000,29.935127,39.000000,73.000000,76.000000,76.000000,41.000000,62.000000,68.000000,68.000000
84,7.000000,7.000000,7.000000,7.000000,73.000000,76.000000,76.000000,76.000000,62.000000,68.000000,68.000000,68.000000
85,7.000000,7.000000,7.000000,7.200000,73.000000,76.000000,76.000000,76.000000,62.000000,68.000000,68.000000,68.000000
86,7.000000,7.000000,7.000000,7.000000,76.000000,76.000000,76.000000,76.000000,68.000000,68.000000,68.000000,68.000000
87,7.000000,7.000000,7.000000,7.000000,76.000000,76.000000,76.000000,76.000000,68.000000,68.000000,68.000000,68.000000
88,7.000000,7.000000,7.000000,36.000000,76.000000,76.000000,76.000000,76.000000,68.000000,68.000000,68.000000,68.000000
89,7.000000,7.000000,7.000000,36.000000,76.000000,76.000000,76.000000,76.000000,68.000000,68.000000,68.000000,68.000000
90,7.000000,7.000000,7.000000,8.000000,76.000000,76.000000,76.000000,76.000000,68.000000,68.000000,68.000000,68.000000
91,29.935127,33.666712,49.891878,49.891878,18.193605,18.193605,30.322674,30.322674,7.909527,7.909527,13.182545,13.182545
92,29.935127,29.935127,33.666712,49.891878,18.193605,18.193605,18.193605,30.322674,7.909527,7.909527,7.909527,13.182545
93,29.935127,29.935127,33.666712,49.891878,18.193605,18.193605,18.193605,30.322674,7.909527,7.909527,7.909527,13.182545
94,29.935127,29.935127,29.935127,49.891878,18.193605,18.193605,18.193605,30.322674,7.909527,7.909527,7.909527,13.182545
95,29.935127,29.935127,29.935127,49.891878,18.193605,18.193605,18.193605,30.322674,7.909527,7.909527,7.909527,13.182545
96,29.935127,29.935127,29.935127,49.891878,18.193605,18.193605,18.193605,39.000000,7.909527,7.909527,7.909527,41.000000
97,7.200000,29.935127,29.935127,49.891878,18.193605,18.193605,18.193605,39.000000,7.909527,7.909527,7.909527,41.000000
98,4.000000,29.935127,29.935127,49.891878,18.193605,18.193605,30.322674,39.000000,7.909527,7.909527,13.182545,41.000000
99,2.600000,7.000000,8.000000,49.891878,3.260810,30.322674,76.000000,76.000000,1.474499,13.182545,68.000000,68.000000
100,7.000000,7.000000,7.000000,7.000000,76.000000,76.000000,76.000000,76.000000,68.000000,68.000000,68.000000,68.000000
