ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95
80,12.500000,12.500000,36.781250,98.455642,3.401826,3.401826,21.392572,46.198414,0.270464,0.270464,6.679636,33.050181
81,15.308304,15.364327,20.981120,99.863713,5.548080,16.100000,16.100000,27.615333,2.000000,2.000000,5.551930,13.149738
82,12.500000,15.364327,18.869083,98.455642,5.026475,8.377459,16.100000,27.615333,2.000000,5.436629,6.284841,28.032479
83,12.500000,15.308304,15.364327,98.455642,3.401826,5.548080,16.100000,25.781417,0.270464,5.551930,6.284841,28.032479
84,12.500000,12.500000,15.308304,32.420142,3.401826,5.026475,16.100000,21.000000,0.270464,1.819634,5.551930,10.000000
85,12.500000,12.500000,15.364327,24.000000,3.401826,3.401826,16.100000,20.292296,0.270464,0.270464,2.000000,6.219279
86,12.500000,12.500000,12.500000,15.364327,3.401826,3.401826,3.401826,20.292296,0.270464,0.270464,0.270464,5.551930
87,12.500000,12.500000,12.500000,15.364327,3.401826,3.401826,3.401826,20.292296,0.270464,0.270464,0.270464,5.551930
88,12.500000,12.500000,12.500000,24.000000,3.401826,3.401826,5.548080,21.000000,0.270464,0.270464,1.819634,10.000000
89,12.500000,12.500000,15.364327,44.949392,3.401826,3.401826,16.100000,40.382399,0.270464,0.270464,2.000000,15.324504
90,12.500000,44.949392,44.949392,79.285958,3.401826,21.392572,40.382399,40.382399,0.270464,15.324504,15.324504,23.311482
91,85.454927,85.454927,85.454927,183.108302,17.835796,17.835796,17.835796,52.644024,26.600252,26.600252,26.600252,26.600252
92,85.454927,85.454927,85.454927,85.454927,17.835796,17.835796,17.835796,17.835796,26.600252,26.600252,26.600252,26.600252
93,85.454927,85.454927,85.454927,85.454927,17.835796,17.835796,17.835796,17.835796,26.600252,26.600252,26.600252,26.600252
94,85.454927,85.454927,85.454927,85.454927,17.835796,17.835796,17.835796,17.835796,26.600252,26.600252,26.600252,26.600252
95,85.454927,85.454927,85.454927,85.454927,17.835796,17.835796,17.835796,17.845270,26.600252,26.600252,26.600252,26.600252
96,12.500000,85.454927,85.454927,85.454927,3.401826,17.835796,17.835796,17.835796,1.483283,26.600252,26.600252,26.600252
97,12.500000,85.454927,85.454927,85.454927,3.401826,17.835796,17.835796,17.835796,1.483283,26.600252,26.600252,26.600252
98,12.500000,85.454927,85.454927,85.454927,3.401826,17.835796,17.835796,17.835796,0.270464,26.600252,26.600252,26.600252
99,12.500000,12.500000,12.500000,85.454927,3.401826,3.401826,3.401826,17.835796,0.270464,0.270464,1.483283,26.600252
100,2.889377,12.500000,12.500000,85.454927,1.895764,3.401826,3.401826,17.845270,0.270464,0.708934,1.483283,26.600252
