ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95
43,94.500000,108.300000,111.900000,111.900000,25.903343,36.400000,44.600000,44.600000,2.200000,5.559608,9.800000,9.800000
44,63.339861,108.300000,111.900000,111.900000,24.000000,36.400000,44.600000,44.600000,2.200000,5.559608,9.800000,10.032337
45,38.003917,94.500000,108.300000,111.900000,14.281371,24.000000,36.400000,44.600000,2.200000,7.654121,9.800000,32.800000
46,38.003917,72.000000,85.900000,111.900000,9.900000,14.281371,25.903343,44.600000,5.559608,9.266013,32.800000,32.800000
47,63.339861,72.000000,85.900000,111.900000,10.760672,15.000000,15.000000,49.000000,7.073091,7.073091,12.000000,32.800000
48,72.000000,72.000000,72.000000,111.900000,15.000000,15.000000,15.000000,40.500000,7.073091,7.073091,7.073091,26.143136
49,72.000000,72.000000,72.000000,94.500000,12.750000,15.000000,15.000000,34.594613,6.192896,7.073091,7.073091,26.143136
50,63.339861,72.000000,72.000000,94.500000,12.750000,15.000000,15.000000,15.000000,6.192896,7.073091,7.073091,7.073091
51,51.375887,63.339861,108.300000,108.300000,7.028580,23.802285,44.600000,44.600000,0.222187,2.200000,2.200000,9.266013
52,108.300000,108.300000,108.300000,111.900000,36.400000,44.600000,44.600000,44.600000,2.200000,2.200000,5.559608,9.800000
53,108.300000,108.300000,111.900000,111.900000,25.903343,36.400000,44.600000,44.600000,2.200000,2.200000,9.800000,10.032337
54,38.003917,55.800000,85.900000,111.900000,9.900000,14.281371,23.802285,36.400000,5.559608,7.654121,9.800000,32.800000
55,45.901033,72.000000,72.000000,111.900000,14.281371,15.000000,15.000000,36.400000,7.073091,7.073091,7.654121,25.000000
56,72.000000,72.000000,72.000000,94.500000,15.000000,15.000000,15.000000,23.000000,7.073091,7.073091,7.073091,10.032337
57,72.000000,72.000000,72.000000,103.500000,15.000000,15.000000,15.000000,40.500000,7.073091,7.073091,7.073091,26.143136
58,72.000000,72.000000,72.000000,94.500000,15.000000,15.000000,15.000000,25.903343,7.073091,7.073091,7.073091,12.000000
59,72.000000,72.000000,72.000000,94.500000,12.750000,15.000000,15.000000,34.594613,6.192896,7.073091,7.073091,26.143136
60,72.000000,72.000000,94.500000,94.500000,10.760672,15.000000,15.000000,24.000000,6.192896,7.073091,7.073091,10.032337
61,39.061852,63.339861,111.900000,111.900000,14.281371,23.802285,36.400000,44.600000,2.200000,5.559608,9.800000,9.800000
62,55.800000,108.300000,111.900000,111.900000,25.903343,36.400000,36.400000,44.600000,2.200000,9.800000,9.800000,10.032337
63,38.003917,85.900000,85.900000,111.900000,9.900000,9.900000,23.802285,36.400000,7.654121,10.032337,32.800000,32.800000
64,55.800000,85.900000,85.900000,111.900000,9.900000,9.900000,14.281371,36.400000,9.800000,32.800000,32.800000,32.800000
65,38.003917,63.339861,85.900000,85.900000,9.900000,14.281371,15.000000,25.903343,7.073091,10.032337,32.800000,32.800000
66,38.003917,72.000000,85.900000,94.500000,9.900000,14.281371,15.000000,25.903343,7.073091,7.654121,32.800000,32.800000
67,72.000000,85.900000,85.900000,94.500000,9.900000,10.760672,15.000000,25.903343,7.073091,10.032337,32.800000,32.800000
68,55.800000,72.000000,94.500000,103.500000,10.760672,15.000000,15.000000,40.500000,6.192896,7.073091,7.073091,26.143136
69,43.350000,72.000000,94.500000,103.500000,10.760672,12.750000,15.000000,40.500000,4.319862,6.192896,7.073091,26.143136
70,43.350000,94.500000,94.500000,94.500000,10.760672,10.760672,12.750000,23.802285,4.319862,6.192896,6.192896,11.587079
71,38.003917,63.339861,65.103086,111.900000,8.232349,23.802285,25.903343,36.400000,0.199819,9.266013,9.800000,10.032337
72,38.003917,55.800000,85.900000,85.900000,9.900000,14.281371,25.903343,25.903343,5.559608,10.032337,15.000000,32.800000
73,38.003917,55.800000,85.900000,111.900000,9.900000,14.281371,25.903343,36.400000,7.654121,10.032337,32.800000,32.800000
74,38.003917,55.800000,85.900000,85.900000,9.900000,14.281371,25.903343,25.903343,7.654121,10.032337,32.800000,32.800000
75,38.003917,38.003917,85.900000,85.900000,9.900000,14.281371,14.281371,25.903343,7.654121,7.654121,15.000000,32.800000
76,38.003917,55.800000,94.500000,103.500000,10.760672,14.281371,25.903343,40.500000,6.192896,7.654121,10.032337,26.143136
77,43.350000,94.500000,94.500000,103.500000,10.760672,12.750000,25.903343,40.500000,4.319862,6.192896,11.587079,26.143136
78,6.371967,43.350000,94.500000,103.500000,1.080461,10.760672,12.750000,40.500000,0.132255,5.559608,6.192896,26.143136
79,6.371967,43.350000,94.500000,94.500000,1.080461,4.585948,10.760672,12.750000,0.132255,1.408397,6.192896,6.192896
80,6.371967,81.726908,94.500000,94.500000,1.080461,10.760672,10.760672,23.802285,0.132255,6.192896,6.192896,24.065059
81,6.371967,63.339861,63.339861,65.103086,1.900000,8.232349,23.802285,23.802285,0.199819,0.727721,9.266013,9.266013
82,38.003917,55.800000,55.800000,63.339861,14.281371,25.903343,25.903343,25.903343,7.654121,10.032337,10.032337,10.032337
83,38.003917,55.800000,55.800000,63.339861,14.281371,25.903343,25.903343,25.903343,7.654121,10.032337,10.032337,10.032337
84,38.003917,38.003917,55.800000,103.500000,14.281371,14.281371,23.802285,40.500000,7.654121,7.654121,10.032337,26.143136
85,38.003917,38.003917,103.500000,103.500000,14.281371,14.281371,25.903343,40.500000,7.654121,7.654121,24.065059,26.143136
86,38.003917,94.500000,103.500000,103.500000,10.760672,25.000000,40.500000,40.500000,6.192896,10.032337,26.143136,26.143136
87,43.350000,55.800000,94.500000,111.081872,10.760672,12.750000,25.000000,40.500000,4.319862,6.192896,24.065059,26.143136
88,6.371967,49.109350,94.500000,103.500000,1.080461,10.760672,12.750000,40.500000,0.132255,6.192896,6.192896,26.143136
89,6.371967,43.350000,94.500000,94.500000,1.080461,10.760672,12.750000,34.594613,0.132255,4.319862,6.192896,33.074488
90,6.371967,43.350000,94.500000,94.500000,1.080461,10.760672,12.750000,34.594613,0.132255,5.559608,6.192896,33.074488
91,63.339861,63.339861,63.339861,63.339861,18.792314,23.802285,23.802285,23.802285,5.559608,9.266013,9.266013,9.266013
92,63.339861,63.339861,63.339861,63.339861,23.802285,23.802285,23.802285,23.802285,9.266013,9.266013,9.266013,9.266013
93,63.339861,63.339861,63.339861,63.339861,23.802285,23.802285,23.802285,25.000000,9.266013,9.266013,9.266013,10.032337
94,55.800000,63.339861,63.339861,63.339861,23.802285,23.802285,25.903343,25.903343,9.266013,9.266013,10.032337,10.032337
95,55.800000,55.800000,55.800000,63.339861,23.802285,25.903343,25.903343,25.903343,9.266013,10.032337,10.032337,10.032337
96,55.800000,55.800000,55.800000,63.339861,23.802285,25.903343,25.903343,25.903343,9.266013,10.032337,10.032337,10.032337
97,0.951662,55.800000,63.339861,103.500000,1.104398,25.903343,25.903343,40.500000,0.034437,10.032337,10.032337,26.143136
98,55.800000,103.500000,103.500000,103.500000,18.792314,40.500000,40.500000,40.500000,9.266013,26.143136,26.143136,26.143136
99,0.951662,55.800000,103.500000,111.081872,1.104398,18.792314,25.903343,40.500000,0.034437,10.032337,24.065059,26.143136
100,38.003917,55.800000,94.500000,103.500000,10.760672,12.750000,23.802285,40.500000,4.319862,6.192896,10.032337,33.074488
