ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95
26,18.808699,31.219835,89.940465,188.968395,4.127772,11.579149,24.376528,59.068744,2.052533,7.470484,16.318038,147.394226
27,18.808699,18.808699,109.953605,172.784237,4.127772,4.127772,44.553057,65.209130,2.052533,2.052533,61.416242,162.171981
28,18.808699,18.808699,112.544849,188.968395,4.127772,4.127772,43.703379,65.209130,2.052533,2.052533,41.361959,162.171981
29,18.808699,18.808699,120.828137,165.574607,4.127772,4.127772,64.529652,65.209130,2.052533,2.052533,130.001888,162.171981
30,107.925198,114.064014,155.575622,166.267032,52.474392,52.474392,65.209130,72.962245,115.121896,134.623215,157.750856,162.171981
31,89.940465,118.928936,119.920621,130.494388,22.658342,22.658342,50.526562,65.433124,16.318038,29.930455,32.042698,82.723918
32,31.219835,126.869544,209.032678,219.907210,11.579149,43.777347,54.629223,66.769051,7.470484,66.429813,77.710347,97.303188
33,89.940465,118.928936,201.782989,219.907210,24.376528,49.773292,54.629223,66.769051,16.318038,53.194333,77.710347,97.303188
34,31.219835,89.940465,118.928936,175.200799,11.579149,22.139276,49.773292,57.057189,7.470484,16.318038,61.416242,97.303188
35,31.219835,89.940465,165.574607,175.200799,11.579149,29.450549,50.526562,65.209130,7.470484,16.318038,88.990881,162.171981
36,18.808699,18.808699,105.120480,172.784237,4.127772,4.127772,37.633465,65.209130,2.052533,2.052533,24.032024,162.171981
37,18.808699,18.808699,18.808699,165.574607,4.127772,4.127772,4.127772,65.209130,2.052533,2.052533,2.052533,162.171981
38,18.808699,18.808699,114.064014,165.574607,4.127772,4.127772,52.201258,65.209130,2.052533,2.052533,96.511237,162.171981
39,68.872038,114.064014,165.574607,165.574607,16.993757,64.529652,65.209130,65.209130,24.170360,115.121896,162.171981,162.171981
40,107.925198,107.925198,140.812825,166.267032,48.312571,52.474392,64.529652,106.517429,115.121896,134.623215,140.362111,174.707313
41,85.156950,118.928936,119.920621,170.230748,22.658342,22.658342,50.526562,64.744092,16.318038,29.930455,32.042698,53.194333
42,31.219835,118.928936,170.230748,209.032678,11.579149,22.658342,43.777347,54.629223,7.470484,32.042698,77.710347,97.303188
43,31.219835,119.920621,209.032678,219.907210,11.579149,43.777347,50.526562,54.629223,7.470484,48.882315,77.710347,97.303188
44,31.219835,89.940465,113.381037,209.032678,11.579149,22.139276,43.777347,54.629223,7.470484,24.032024,61.416242,97.303188
45,18.808699,89.940465,109.953605,201.782989,4.127772,22.139276,41.275413,54.629223,2.052533,16.318038,53.194333,110.764011
46,18.808699,18.808699,100.000000,175.200799,4.127772,4.127772,29.450549,52.201258,2.052533,2.052533,40.108566,110.764011
47,18.808699,18.808699,18.808699,114.064014,4.127772,4.127772,4.127772,61.869765,2.052533,2.052533,2.052533,115.121896
48,18.808699,18.808699,100.000000,114.064014,4.127772,4.127772,41.256043,61.869765,2.052533,2.052533,88.990881,111.999999
49,31.219835,100.000000,113.381037,187.283613,11.579149,37.633465,52.000000,72.962245,3.371330,38.767461,110.764011,140.362111
50,105.377459,120.660611,155.575622,222.849396,35.764856,48.312571,61.869765,106.517429,38.767461,134.623215,142.066669,229.502961
51,115.874539,119.920621,119.920621,159.235641,22.658342,22.658342,50.526562,65.433124,18.518680,29.930455,32.042698,32.042698
52,31.219835,31.219835,85.156950,170.230748,11.579149,11.579149,22.658342,63.954331,7.470484,7.470484,16.318038,77.710347
53,18.808699,18.808699,112.544849,209.032678,4.127772,4.127772,22.658342,54.629223,2.052533,2.052533,32.042698,77.710347
54,18.808699,18.808699,100.000000,175.200799,4.127772,4.127772,41.256043,52.201258,2.052533,2.052533,77.710347,110.764011
55,18.808699,18.808699,89.940465,113.381037,4.127772,4.127772,29.450549,43.777347,2.052533,2.052533,24.170360,110.764011
56,18.808699,85.156950,100.000000,113.381037,4.127772,22.139276,41.256043,51.815801,2.052533,24.032024,110.764011,110.764011
57,18.808699,62.054018,100.000000,113.381037,4.127772,20.298130,41.256043,52.201258,2.052533,14.157877,110.764011,111.999999
58,18.808699,100.000000,113.381037,222.849396,4.127772,29.450549,41.256043,64.529652,2.052533,29.930455,110.764011,115.121896
59,89.940465,107.925198,152.279160,222.849396,16.993757,27.168960,45.955739,61.869765,27.862014,38.767461,110.764011,134.623215
60,107.925198,140.812825,166.267032,222.849396,35.764856,52.474392,66.390261,106.517429,38.767461,134.623215,157.750856,229.502961
61,118.928936,119.920621,141.949770,165.765507,28.322928,46.350572,63.954331,65.433124,16.318038,24.032024,29.930455,32.042698
62,18.808699,18.808699,85.156950,161.741144,4.127772,4.127772,28.322928,71.802138,2.052533,2.052533,16.318038,29.930455
63,18.808699,18.808699,89.940465,100.000000,4.127772,4.127772,41.256043,46.698115,2.052533,2.052533,29.930455,110.764011
64,18.808699,62.054018,100.000000,113.381037,4.127772,20.298130,41.256043,52.000000,2.052533,3.371330,110.764011,110.764011
65,89.940465,100.000000,152.279160,222.849396,21.458914,22.139276,41.256043,52.000000,24.032024,27.862014,110.764011,111.999999
66,105.377459,152.279160,152.279160,222.849396,21.458914,21.458914,35.764856,52.000000,27.862014,27.862014,33.367119,111.999999
67,152.279160,152.279160,222.849396,222.849396,21.458914,22.139276,27.168960,45.955739,27.862014,27.862014,33.367119,44.060361
68,89.940465,152.279160,222.849396,222.849396,22.139276,35.764856,35.764856,66.390261,24.032024,33.367119,33.367119,229.502961
69,89.940465,107.925198,166.267032,222.849396,16.993757,43.777347,52.474392,66.390261,38.767461,134.623215,134.623215,142.066669
70,140.812825,155.575622,166.267032,209.332881,43.777347,46.698115,66.390261,106.517429,134.623215,142.066669,168.399582,229.502961
71,118.928936,118.928936,119.920621,159.235641,22.658342,46.350572,51.684853,72.865575,16.318038,18.518680,32.042698,32.042698
72,85.156950,111.975551,118.928936,141.949770,28.322928,52.874844,64.744092,77.830192,16.318038,29.930455,29.930455,36.270950
73,18.808699,18.808699,85.156950,161.741144,4.127772,4.127772,46.350572,77.830192,2.052533,2.052533,18.948116,30.251241
74,14.600000,28.909785,62.054018,197.809786,0.000000,4.127772,23.438635,107.606868,0.000000,2.052533,18.948116,115.305391
75,31.219835,51.166716,62.054018,161.741144,11.579149,20.298130,23.438635,71.802138,3.371330,14.157877,44.060361,110.764011
76,85.156950,152.279160,222.849396,222.849396,21.458914,35.764856,41.256043,54.426086,27.862014,33.367119,44.060361,111.999999
77,152.279160,171.777845,222.849396,222.849396,21.458914,27.168960,35.764856,46.698115,27.862014,33.367119,33.367119,110.764011
78,152.279160,152.279160,222.849396,222.849396,21.458914,23.438635,35.764856,41.256043,27.862014,29.930455,33.367119,44.060361
79,133.709638,197.809786,222.849396,222.849396,22.962031,35.764856,35.764856,72.962245,29.084580,33.367119,33.367119,229.502961
80,99.999999,133.709638,155.575622,209.332881,22.962031,52.474392,66.390261,106.517429,33.367119,134.623215,157.750856,229.502961
81,110.762605,119.920621,159.235641,198.214894,22.658342,61.395328,65.433124,73.706599,10.864773,18.518680,29.930455,32.042698
82,101.379935,101.379935,118.030643,197.809786,63.761854,63.761854,72.865575,107.606868,29.930455,29.930455,29.930455,115.305391
83,85.156950,100.864004,102.168170,197.809786,59.658503,64.744092,77.830192,107.606868,29.930455,29.930455,29.930455,115.305391
84,31.219835,101.379935,197.809786,197.809786,11.579149,63.761854,107.606868,107.606868,7.470484,29.930455,115.305391,115.305391
85,31.219835,51.166716,101.379935,197.809786,11.579149,23.438635,63.761854,107.606868,7.470484,29.930455,44.060361,115.305391
86,31.219835,51.166716,85.156950,161.741144,11.579149,23.438635,23.438635,77.830192,7.470484,29.930455,44.060361,50.000000
87,31.219835,31.219835,85.156950,194.634153,11.579149,11.579149,22.910218,92.468001,7.470484,7.470484,29.084580,45.443999
88,31.219835,31.219835,114.800407,222.849396,11.579149,11.579149,23.438635,63.761854,7.470484,7.470484,29.084580,44.060361
89,31.219835,99.999999,140.000000,171.777845,11.579149,22.910218,22.962031,63.761854,7.470484,20.020272,29.084580,78.600000
90,82.757811,99.999999,133.709638,197.809786,22.910218,46.698115,60.700000,107.606868,20.020272,34.169961,75.739999,137.070760
91,110.762605,134.069538,159.235641,170.280284,28.322928,61.395328,65.433124,73.706599,10.864773,12.679487,18.518680,32.619774
92,110.762605,110.762605,134.069538,170.280284,61.395328,61.395328,61.395328,73.706599,10.864773,10.864773,16.132069,32.619774
93,102.168170,143.000002,170.280284,197.809786,41.209284,61.395328,77.830192,126.000000,10.492589,16.132069,32.619774,115.305391
94,102.168170,140.000000,149.900776,197.809786,48.139607,69.501191,92.468001,126.000000,16.460619,50.000000,89.784345,115.305391
95,100.803688,140.000000,145.178088,221.353225,61.486854,65.000000,92.468001,139.624317,30.802520,50.000000,99.934739,149.640574
96,102.168170,140.000000,194.634153,197.809786,62.178909,69.095760,92.468001,139.624317,40.421340,50.000000,99.934739,149.640574
97,82.757811,82.757811,141.928250,194.634153,55.438097,55.438097,77.830192,107.606868,45.443999,45.443999,49.884092,99.934739
98,82.757811,82.757811,137.929686,194.634153,55.438097,57.695558,81.018694,92.468001,45.443999,45.443999,75.739999,99.934739
99,82.757811,82.757811,131.445686,277.635037,55.438097,57.695558,77.830192,349.900399,45.443999,45.443999,75.739999,169.135502
100,82.757811,116.611439,137.929686,277.635037,57.695558,67.706200,81.018694,349.900399,45.443999,75.739999,75.739999,169.135502
