ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95
37,27.349567,83.653521,126.715662,142.569503,8.481168,20.000000,30.497593,70.533134,0.633582,11.025593,22.713177,33.548874
38,83.352000,96.000000,126.715662,142.569503,19.695317,30.497593,57.031640,75.294434,7.487531,26.000000,55.724027,66.734239
39,73.770835,122.951391,126.715662,189.200416,21.676072,31.269534,48.341117,75.294434,19.231888,36.222480,55.724027,66.734239
40,58.000000,101.000000,126.715662,189.868404,18.761720,30.497593,45.176661,75.294434,18.532331,30.362697,45.152429,63.395227
41,45.029401,59.864203,84.000000,159.235641,13.094004,21.189352,30.796828,85.566393,1.403944,3.093480,11.025593,18.901017
42,45.029401,50.284634,59.864203,105.572639,18.478097,26.083883,29.671376,57.031640,0.426360,0.726110,2.236088,33.096918
43,20.307753,49.000000,67.000000,105.572639,4.838116,19.356354,29.596624,57.031640,0.426360,0.726110,3.093480,33.096918
44,20.307753,50.284634,67.000000,118.137957,4.838116,18.478097,24.543152,57.031640,0.633582,1.403944,16.800904,33.096918
45,45.029401,67.000000,83.653521,121.227779,8.481168,13.267152,19.356354,73.047349,0.726110,10.527697,14.919349,17.323992
46,27.349567,50.596908,83.352000,147.683462,4.838116,8.481168,19.356354,70.533134,0.633582,1.403944,10.527697,17.323992
47,27.349567,70.000000,94.773983,167.698149,4.838116,9.572577,55.438097,80.675306,0.633582,1.403944,16.800904,40.040543
48,50.596908,83.653521,122.951391,198.214894,17.009132,45.176661,64.957735,101.020478,5.465929,24.214056,40.040543,66.734239
49,70.000000,73.770835,104.799999,198.214894,21.676072,45.176661,60.612287,101.020478,16.029459,34.700000,40.040543,51.887987
50,73.770835,101.000000,118.928936,168.518482,32.450359,45.176661,64.957735,101.020478,16.800904,39.902146,45.152429,57.753107
51,35.000000,51.487884,144.754888,159.235641,1.754019,25.652810,31.079345,85.566393,0.317940,3.031735,4.485532,16.931365
52,45.029401,77.482687,167.698149,167.698149,19.356354,23.341486,80.675306,80.675306,2.000000,14.700791,18.973575,25.771432
53,70.000000,121.227779,167.698149,198.214894,23.341486,73.047349,80.675306,101.020478,14.700791,18.973575,18.973575,25.771432
54,83.352000,167.698149,167.698149,198.214894,36.126787,80.675306,80.675306,101.020478,14.919349,18.973575,20.932404,24.865581
55,75.401562,167.698149,195.336161,198.214894,26.373707,80.675306,94.275163,101.020478,1.971895,18.973575,24.865581,24.865581
56,67.000000,91.963635,198.214894,198.214894,21.676072,58.188771,101.020478,101.020478,0.710600,16.800904,24.865581,28.918909
57,67.000000,75.401562,168.518482,198.214894,19.356354,36.126787,94.275163,101.020478,0.710600,16.800904,24.865581,40.040543
58,39.735289,67.000000,83.807723,198.214894,19.356354,19.356354,57.695558,101.020478,0.710600,16.800904,24.865581,48.198181
59,35.000000,67.000000,147.683462,198.214894,17.009132,36.177292,83.911639,101.020478,0.000000,16.800904,24.865581,51.887987
60,75.401562,107.000000,118.928936,198.214894,25.490635,39.851318,60.612287,101.020478,14.919349,22.510196,42.527288,57.753107
61,39.991661,51.487884,144.754888,144.754888,1.754019,23.277025,31.079345,31.079345,1.971895,3.113075,4.485532,4.485532
62,36.010143,44.348774,46.514529,103.877778,17.009132,26.412198,38.963472,44.400533,0.113809,2.110631,2.217679,25.771432
63,36.036729,70.000000,147.683462,198.214894,21.676072,36.177292,64.957735,101.020478,2.000000,2.217679,21.616609,28.918909
64,39.735289,81.681188,168.518482,168.518482,21.633573,49.008040,94.275163,94.275163,0.426360,16.029459,21.616609,28.918909
65,39.735289,83.807723,168.518482,198.214894,21.633573,36.177292,94.275163,101.020478,2.000000,14.700791,21.616609,24.865581
66,69.000000,168.518482,168.518482,198.214894,27.458495,94.275163,94.275163,101.020478,14.700791,21.616609,24.865581,24.865581
67,69.000000,159.578642,168.518482,198.214894,36.177292,93.332305,94.275163,101.020478,14.700791,21.616609,24.865581,24.865581
68,75.401562,159.578642,168.518482,198.214894,55.438097,93.332305,94.275163,101.020478,16.029459,21.616609,24.865581,24.865581
69,122.208399,159.578642,198.214894,198.214894,60.612287,93.332305,101.020478,101.020478,14.919349,24.865581,24.865581,24.865581
70,109.800000,118.928936,168.518482,198.214894,28.465227,60.612287,94.275163,101.020478,14.919349,21.616609,24.865581,48.302598
71,36.036729,39.991661,75.049001,103.877778,20.604642,25.652810,31.059837,38.963472,2.000000,2.217679,3.113075,18.332476
72,36.417224,36.417224,36.417224,46.514529,26.412198,26.412198,31.059837,38.963472,2.217679,2.217679,2.217679,2.217679
73,36.036729,36.417224,39.735289,50.284634,20.604642,26.412198,31.059837,36.177292,2.000000,2.217679,2.217679,3.286492
74,36.010143,36.417224,39.991661,81.545647,20.604642,26.412198,31.059837,41.334087,2.000000,2.217679,2.217679,14.700791
75,36.036729,39.735289,67.037777,103.877778,21.200000,27.397225,36.177292,49.008040,2.000000,2.217679,3.600000,28.918909
76,39.735289,53.370575,83.807723,103.877778,21.633573,23.341486,36.177292,49.008040,0.430929,2.217679,14.700791,28.684971
77,35.000000,35.000000,53.370575,89.000000,17.009132,17.009132,25.490635,36.177292,0.000000,0.000000,2.217679,14.700791
78,35.000000,35.000000,118.928936,198.214894,17.009132,17.009132,60.612287,92.130276,0.000000,0.000000,14.919349,17.191175
79,56.186739,118.928936,118.928936,198.214894,22.000000,60.612287,60.612287,92.130276,0.466593,14.919349,14.919349,17.191175
80,114.000000,118.928936,133.577702,198.214894,28.465227,60.612287,60.612287,92.130276,14.919349,17.191175,28.351525,48.000000
81,39.991661,75.049001,105.605989,132.043496,20.604642,29.110836,30.151589,81.880681,0.466593,0.777656,1.971895,3.286492
82,36.417224,75.049001,105.605989,143.200000,26.412198,29.110836,30.151589,58.700000,0.777656,0.777656,2.217679,2.217679
83,36.417224,75.049001,105.605989,143.200000,26.412198,30.151589,36.177292,58.700000,0.466593,0.777656,2.217679,2.217679
84,36.417224,105.605989,143.200000,143.200000,26.412198,30.151589,58.700000,58.700000,0.000000,0.777656,2.217679,2.217679
85,36.417224,105.605989,143.200000,171.300000,23.378083,30.151589,58.700000,58.700000,0.000000,0.777656,2.000000,2.697001
86,29.176835,89.000000,143.200000,171.300000,23.378083,30.151589,56.900000,58.700000,0.000000,0.777656,2.000000,14.700791
87,29.176835,74.086081,143.200000,143.200000,23.378083,30.151589,56.900000,58.700000,0.000000,0.777656,1.330607,2.217679
88,39.991661,105.605989,143.200000,171.300000,21.189352,36.126787,58.700000,58.700000,0.000000,0.000000,0.777656,14.700791
89,35.000000,99.814567,109.800000,143.200000,17.009132,30.151589,52.200000,58.700000,0.000000,0.710600,2.100000,14.700791
90,65.874454,109.800000,111.600000,143.200000,23.936050,42.400000,52.200000,60.612287,2.100000,2.697001,11.600000,35.176892
91,105.605989,105.605989,105.605989,132.043496,30.151589,30.151589,30.151589,32.000000,0.777656,0.777656,0.777656,2.697001
92,74.086081,105.605989,171.300000,171.300000,23.936050,32.000000,56.900000,58.700000,0.000000,0.206871,2.697001,3.286492
93,74.086081,109.790756,171.300000,171.300000,23.936050,39.893417,56.900000,56.900000,0.000000,2.697001,2.697001,4.495002
94,74.086081,109.800000,109.800000,109.800000,23.936050,52.200000,52.200000,52.200000,2.100000,2.100000,2.697001,4.495002
95,74.086081,109.800000,109.800000,109.800000,23.936050,52.200000,52.200000,52.200000,2.100000,2.100000,2.697001,4.495002
96,65.874454,109.800000,109.800000,111.600000,23.936050,52.200000,52.200000,52.200000,2.100000,2.100000,2.697001,11.600000
97,109.800000,109.800000,111.600000,111.600000,42.400000,52.200000,52.200000,52.200000,2.100000,2.100000,11.600000,11.600000
98,84.548147,109.800000,111.600000,111.600000,31.496539,42.400000,52.200000,52.200000,2.100000,2.697001,10.687948,11.600000
99,95.500000,109.800000,109.800000,111.600000,31.496539,52.200000,52.200000,52.200000,2.100000,2.100000,2.697001,11.600000
100,65.874454,109.800000,109.800000,111.600000,23.936050,42.400000,52.200000,52.200000,2.100000,2.697001,2.697001,11.600000
