ClimateBin,Nrate25,Nrate50,Nrate75,Nrate95,P2O5rate25,P2O5rate50,P2O5rate75,P2O5rate95,K2Orate25,K2Orate50,K2Orate75,K2Orate95
29,61.000000,70.000000,148.661171,148.661171,57.000000,59.127685,71.981091,71.981091,50.508211,50.508211,118.000000,118.000000
30,50.015655,109.004933,148.661171,185.348212,20.000000,59.127685,71.981091,71.981091,17.885377,47.989469,50.508211,79.000000
31,75.476330,150.102209,155.813822,192.807207,28.849016,41.050981,51.120076,51.120076,3.443903,36.000000,55.987865,88.117420
32,61.000000,61.000000,109.004933,155.813822,40.500000,53.481429,57.000000,57.000000,36.000000,79.000000,118.000000,118.000000
33,61.000000,61.000000,61.000000,148.661171,51.120076,57.000000,57.000000,60.000000,51.002175,118.000000,118.000000,118.000000
34,61.000000,61.000000,124.917313,185.348212,28.322928,57.000000,57.000000,60.000000,47.989469,118.000000,118.000000,146.862366
35,61.000000,61.000000,124.917313,155.813822,40.500000,57.000000,57.000000,59.127685,118.000000,118.000000,118.000000,146.862366
36,61.000000,61.000000,124.917313,185.348212,28.322928,57.000000,57.000000,60.000000,59.486798,118.000000,146.862366,146.862366
37,57.000000,61.000000,124.917313,185.348212,30.000000,57.000000,59.127685,60.000000,79.000000,118.000000,130.000000,146.862366
38,58.994036,87.639021,148.661171,185.348212,28.322928,57.000000,60.000000,71.981091,47.989469,118.000000,130.000000,146.862366
39,57.000000,58.994036,148.661171,185.348212,30.000000,59.127685,60.000000,71.981091,36.000000,50.508211,130.000000,130.000000
40,57.000000,87.639021,114.268410,185.348212,17.065985,42.500000,59.127685,71.981091,11.795992,32.333112,50.508211,91.921196
41,109.004933,192.807207,192.807207,192.807207,30.000000,41.050981,41.050981,45.676783,3.443903,3.443903,17.885377,36.000000
42,109.004933,109.004933,114.268410,192.807207,27.406070,30.000000,41.050981,51.120076,17.885377,17.885377,36.000000,79.000000
43,99.100148,109.004933,109.004933,162.405890,27.406070,27.406070,30.000000,57.000000,17.885377,17.885377,36.000000,118.000000
44,61.000000,109.004933,109.004933,185.348212,27.406070,27.406070,30.000000,59.127685,17.885377,17.885377,79.000000,118.000000
45,58.994036,109.004933,109.004933,185.348212,27.406070,27.406070,40.500000,59.127685,17.885377,17.885377,79.000000,118.000000
46,31.000000,61.000000,109.004933,185.348212,27.406070,30.000000,57.000000,59.127685,17.885377,47.989469,118.000000,118.000000
47,37.566000,61.000000,109.004933,185.348212,27.406070,30.000000,57.000000,60.000000,17.885377,47.989469,79.000000,130.000000
48,31.000000,57.000000,89.250000,158.027465,27.406070,30.000000,60.000000,60.000000,20.481467,79.000000,130.000000,130.000000
49,31.000000,57.000000,89.250000,158.027465,27.406070,30.000000,60.000000,83.910271,23.941939,43.875003,79.000000,130.000000
50,31.000000,65.402960,109.004933,133.400000,30.000000,32.081621,45.676783,64.106892,23.941939,36.000000,79.000000,130.000000
51,114.268410,192.807207,192.807207,192.807207,40.500000,41.050981,41.050981,45.676783,3.443903,3.443903,3.443903,36.000000
52,94.600561,109.004933,109.004933,109.004933,27.406070,27.406070,45.676783,45.676783,17.885377,17.885377,29.808962,79.000000
53,109.004933,109.004933,109.004933,114.268410,27.406070,27.406070,27.406070,45.676783,17.885377,17.885377,17.885377,43.853788
54,109.004933,109.004933,109.004933,114.268410,27.406070,27.406070,27.406070,40.500000,17.885377,17.885377,17.885377,36.000000
55,31.000000,109.004933,109.004933,158.027465,27.406070,27.406070,30.000000,64.106892,17.885377,20.481467,79.000000,79.000000
56,31.000000,37.566000,109.004933,114.268410,27.406070,30.000000,30.000000,45.676783,17.885377,29.808962,79.000000,79.000000
57,31.000000,37.566000,65.402960,109.004933,7.147319,27.406070,30.000000,60.000000,20.481467,20.481467,79.000000,130.000000
58,37.566000,37.566000,57.000000,109.004933,7.147319,27.406070,45.676783,60.000000,20.481467,20.481467,79.000000,130.000000
59,31.000000,37.566000,65.402960,109.004933,27.406070,30.000000,39.909167,60.000000,20.481467,43.853788,79.000000,130.000000
60,31.000000,68.000000,109.004933,133.400000,17.065985,30.000000,45.676783,69.000000,11.795992,32.333112,79.000000,130.000000
61,109.004933,109.004933,192.807207,192.807207,30.000000,41.050981,45.676783,45.676783,3.443903,17.885377,29.808962,29.808962
62,109.004933,109.004933,109.004933,109.004933,27.406070,27.406070,45.676783,45.676783,17.885377,17.885377,29.808962,29.808962
63,109.004933,109.004933,109.004933,114.268410,27.406070,27.406070,27.406070,45.676783,17.885377,17.885377,17.885377,55.987865
64,109.004933,109.004933,109.004933,109.004933,27.406070,27.406070,27.406070,45.570697,17.885377,17.885377,17.885377,36.000000
65,109.004933,109.004933,109.004933,109.004933,27.406070,27.406070,27.406070,30.000000,17.885377,17.885377,17.885377,40.489986
66,37.566000,109.004933,109.004933,109.004933,27.406070,27.406070,27.406070,45.570697,17.885377,17.885377,20.481467,79.000000
67,37.566000,37.566000,109.004933,109.004933,7.147319,27.406070,27.406070,42.500000,17.885377,20.481467,20.481467,79.000000
68,37.566000,37.566000,37.566000,109.004933,7.147319,7.147319,27.406070,42.500000,20.481467,20.481467,20.481467,79.000000
69,37.485844,37.566000,58.994036,114.268410,7.147319,16.298779,30.000000,60.000000,17.885377,20.481467,36.000000,130.000000
70,52.029706,68.000000,85.000000,115.050052,30.000000,40.500000,45.676783,69.000000,11.088415,36.000000,51.002175,130.000000
71,192.807207,192.807207,192.807207,192.807207,41.050981,41.050981,41.050981,41.050981,3.443903,3.443903,3.443903,3.443903
72,109.004933,109.004933,109.004933,109.004933,30.000000,45.676783,45.676783,45.676783,17.885377,29.808962,29.808962,29.808962
73,109.004933,109.004933,109.004933,114.268410,27.406070,27.406070,30.000000,45.676783,17.885377,17.885377,29.808962,79.000000
74,37.566000,109.004933,109.004933,114.268410,7.147319,27.406070,27.406070,40.500000,17.885377,17.885377,20.481467,43.184157
75,37.566000,53.464634,109.004933,114.268410,7.147319,27.406070,27.406070,45.570697,17.885377,20.481467,20.481467,55.987865
76,37.566000,37.566000,50.015655,114.268410,7.147319,7.147319,30.000000,51.120076,20.481467,20.481467,40.489986,79.000000
77,37.566000,37.566000,37.566000,109.004933,7.147319,7.147319,28.000000,45.676783,20.481467,20.481467,30.449203,79.000000
78,37.566000,37.566000,57.000000,114.268410,7.147319,30.000000,45.922627,69.000000,20.481467,32.333112,79.000000,130.000000
79,57.000000,68.000000,85.000000,133.400000,30.000000,45.570697,60.000000,69.000000,30.449203,50.926258,91.921196,130.000000
80,68.000000,72.000000,85.000000,114.268410,40.500000,44.000000,45.676783,69.000000,11.795992,36.000000,50.926258,51.002175
81,109.004933,192.807207,244.323651,244.323651,41.050981,45.676783,48.081693,48.081693,3.097196,3.097196,3.443903,29.808962
82,109.004933,109.004933,109.004933,109.004933,36.062605,45.676783,45.676783,45.676783,29.808962,29.808962,29.808962,30.449203
83,65.402960,109.004933,109.004933,116.537470,27.406070,45.676783,45.676783,45.922627,17.885377,29.808962,29.808962,43.184157
84,37.566000,66.500000,109.004933,116.537470,7.147319,42.500000,45.570697,45.922627,20.481467,29.808962,40.489986,55.987865
85,37.566000,66.500000,66.500000,116.537470,16.298779,45.570697,45.570697,51.120076,20.481467,40.489986,40.489986,79.000000
86,66.500000,66.500000,83.942996,114.268410,40.500000,45.570697,45.570697,64.106892,32.333112,40.489986,40.489986,51.002175
87,59.588931,68.000000,114.268410,162.405890,17.065985,43.235295,45.570697,69.000000,23.941939,40.489986,50.926258,130.000000
88,66.500000,68.000000,89.250000,115.050052,30.129119,43.235295,45.570697,69.000000,11.795992,32.333112,40.489986,63.000000
89,68.000000,68.000000,72.000000,109.004933,15.217111,44.000000,44.000000,56.216245,11.088415,11.795992,32.333112,50.926258
90,68.000000,72.000000,72.000000,109.004933,15.217111,15.217111,44.000000,64.106892,11.795992,11.795992,29.808962,51.002175
91,244.323651,244.323651,244.323651,244.323651,48.081693,48.081693,48.081693,48.081693,3.097196,3.097196,3.097196,3.097196
92,83.942996,109.004933,109.004933,109.004933,36.062605,45.676783,45.676783,45.676783,17.885377,29.808962,29.808962,29.808962
93,109.004933,109.004933,109.004933,109.004933,45.676783,45.676783,45.676783,45.676783,29.808962,29.808962,29.808962,36.000000
94,66.500000,109.004933,109.004933,109.004933,45.570697,45.676783,45.676783,45.676783,29.808962,29.808962,40.489986,40.489986
95,66.500000,66.500000,109.004933,109.004933,45.570697,45.570697,45.676783,45.676783,29.808962,40.489986,40.489986,40.489986
96,66.500000,66.500000,70.000000,114.268410,45.570697,45.570697,45.570697,45.922627,40.489986,40.489986,40.489986,43.184157
97,66.500000,66.500000,89.250000,116.537470,36.062605,45.570697,45.570697,64.106892,24.623470,40.489986,40.489986,51.002175
98,66.500000,70.000000,89.250000,116.537470,36.062605,42.500000,45.570697,45.922627,17.885377,32.333112,40.489986,51.002175
99,66.500000,68.000000,72.000000,89.250000,36.062605,44.000000,45.570697,45.922627,11.088415,32.333112,40.489986,43.184157
100,66.500000,68.000000,72.000000,109.004933,15.217111,44.000000,45.570697,64.106892,11.088415,11.795992,29.808962,51.002175
